card_number,valid_from,expiry,security_code,x-coordinate,y-coordinate,mean_amount,std_amount,mean_nb_tx_per_day,cust_id,card_type_id
2536826911633193,2017-11-01,2027-11-01,226,36.77859877561529,5.8091952080349785,15.59,7.79,2.06,410,1
2601644037341678,2022-01-01,2032-01-01,127,67.27646144124667,22.05042634356471,25.73,12.87,3.5,77,8
4749465398402894,2014-02-01,2024-02-01,416,78.07615860684398,45.98004237693202,10.53,5.26,3.98,332,8
5226589347597832,2016-09-01,2026-09-01,548,18.659009687316757,18.82321997690456,22.5,11.25,0.23,651,7
4644089268705685,2018-05-01,2028-05-01,662,62.93986381352625,69.57486889846172,48.18,24.09,2.51,722,8
4126578982604189,2013-01-01,2023-01-01,952,81.73053122132367,93.03984201693255,14.06,7.03,1.8,858,10
2666912517785280,2022-12-01,2032-12-01,226,84.48753109694546,2.3271935735825866,82.37,41.19,1.13,583,4
2706235107651916,2020-12-01,2030-12-01,85,93.016520286255,52.75879732721657,29.6,14.8,0.21,471,7
2241006493403911,2012-12-01,2022-12-01,452,82.32732126800302,55.619069263001165,79.05,39.52,0.06,461,6
2230120471372718,2014-04-01,2024-04-01,759,43.34722327556344,99.71823539029504,58.11,29.05,1.28,208,6
4684577590175180,2019-09-01,2029-09-01,363,16.893506307216455,27.85903390319586,21.82,10.91,0.35,279,3
2424665729341721,2015-11-01,2025-11-01,329,9.66764496467196,45.037093625818514,76.84,38.42,1.39,962,9
4503056413953767,2020-09-01,2030-09-01,242,30.42422429595377,52.475643163223786,46.03,23.02,1.16,351,10
5504719609409706,2018-12-01,2028-12-01,277,59.36607912085384,1.0131184027743378,65.43,32.72,3.65,473,6
4832538179335547,2021-06-01,2031-06-01,640,16.352387258502276,39.10815366517607,97.09,48.55,1.03,782,1
2711086771333445,2021-04-01,2031-04-01,626,81.91888594267903,88.42064633484078,26.67,13.34,0.85,691,9
4614466276330415,2014-02-01,2024-02-01,761,12.037814950553384,58.07685836144216,93.23,46.62,1.99,314,8
4712476010801812,2013-07-01,2023-07-01,306,11.870909550911149,98.05682270607235,25.4,12.7,0.27,179,8
2275077406579559,2014-04-01,2024-04-01,562,8.122963480667266,99.25817954877634,19.84,9.92,3.95,833,7
4580304687506358,2014-04-01,2024-04-01,903,44.97846488213225,19.462251182076507,39.94,19.97,1.66,559,5
4360576627028959,2014-08-01,2024-08-01,718,72.59556788702393,89.71102599525771,89.27,44.63,3.12,884,5
4743281165993023,2013-02-01,2023-02-01,203,29.593202943661613,66.38244748527251,96.7,48.35,0.2,920,6
4120928157806190,2013-12-01,2023-12-01,223,80.7957328109019,76.77646177143377,15.83,7.92,2.58,484,8
4932880983221011,2013-03-01,2023-03-01,232,97.46905960485516,13.54595367946908,26.99,13.49,3.47,323,2
4926166201655570,2021-07-01,2031-07-01,645,20.35348738868964,76.90611331597242,45.42,22.71,2.26,612,9
4173936385467855,2018-03-01,2028-03-01,458,27.738118298113267,18.81211597237613,49.05,24.52,1.41,926,5
2290523302764200,2022-03-01,2032-03-01,656,32.81927536093116,43.40193661738753,13.42,6.71,0.88,306,4
4992299590010948,2016-07-01,2026-07-01,969,73.50710438038858,80.34809303848486,31.79,15.89,0.71,897,6
4031617990421022,2013-02-01,2023-02-01,275,53.26172664550232,24.247050363472965,30.58,15.29,1.51,968,3
2704531563093078,2019-09-01,2029-09-01,859,81.31420044817254,58.84312404534523,25.02,12.51,0.95,338,10
2720684424648844,2020-09-01,2030-09-01,957,21.01071929123518,74.22713922522868,7.39,3.69,1.42,328,10
4848426483336793,2019-05-01,2029-05-01,82,93.06722555623983,2.464440463632267,71.19,35.59,2.9,445,6
4209140169332843,2017-11-01,2027-11-01,234,31.803961169451988,92.46417911286366,10.34,5.17,1.94,290,4
2689937567982506,2021-02-01,2031-02-01,146,13.401522845064074,2.8782676313338973,76.74,38.37,2.48,623,4
4100225579415526,2014-11-01,2024-11-01,667,80.28534485980114,0.4632023004602859,36.68,18.34,1.59,327,10
2247819190749921,2014-05-01,2024-05-01,640,75.12789243737669,89.69952893644111,85.38,42.69,0.73,480,10
4957086199314588,2017-12-01,2027-12-01,345,15.143231436996327,47.74161894803537,62.17,31.09,2.33,571,2
5506980420439409,2020-10-01,2030-10-01,16,37.2688517012314,25.97537837603262,73.72,36.86,1.98,306,3
4884133373125527,2016-05-01,2026-05-01,561,92.71237818644494,96.99265253451908,59.27,29.64,0.57,248,6
2638789034502959,2021-06-01,2031-06-01,676,65.22811128184462,40.51971425753297,61.62,30.81,0.43,89,10
4508632181227645,2018-10-01,2028-10-01,793,43.27291360197047,45.7699605159294,24.84,12.42,1.47,873,1
2272354268744701,2014-10-01,2024-10-01,732,60.71352808835769,38.87263478765467,27.83,13.91,0.38,161,3
4229413186999381,2019-05-01,2029-05-01,774,67.21355474058785,76.16196153287176,27.58,13.79,2.91,783,10
2260434741253134,2021-02-01,2031-02-01,956,53.53477680616568,63.5323346708321,23.67,11.84,0.85,16,9
2720101570908591,2022-10-01,2032-10-01,144,45.8431424131438,72.50060762991187,59.56,29.78,2.67,699,5
5560869822105317,2020-01-01,2030-01-01,117,66.66004790466192,16.26997438085659,58.68,29.34,3.09,326,2
4046648966760567,2017-05-01,2027-05-01,204,67.74380712282945,42.84579038487954,74.49,37.24,3.3,136,9
4935348740164004,2018-08-01,2028-08-01,242,7.455064367977082,98.68869366005173,78.36,39.18,0.79,304,7
2253068811640348,2016-06-01,2026-06-01,988,40.03128361729941,81.18661240103798,6.32,3.16,2.6,945,1
2244301071396604,2018-08-01,2028-08-01,583,97.3488969177397,96.88778552856915,76.22,38.11,0.52,887,7
2710846684550489,2015-06-01,2025-06-01,673,26.311256991084285,36.01364074715191,13.33,6.67,3.75,536,6
4419666450573030,2020-05-01,2030-05-01,279,84.33261677878832,48.50946599795402,36.69,18.34,3.17,611,4
2712553946074294,2013-04-01,2023-04-01,747,12.328377929894684,51.85616886657339,28.36,14.18,1.43,909,9
4409036788127861,2022-06-01,2032-06-01,669,5.195657755426842,78.6278199384033,24.13,12.06,1.03,167,6
4444721264647154,2017-03-01,2027-03-01,379,84.96473906774115,24.734810174319765,47.8,23.9,0.52,431,10
2462799553024534,2013-11-01,2023-11-01,123,14.346945701802005,15.144552193535732,46.11,23.05,2.38,534,7
5251292766372393,2018-10-01,2028-10-01,41,32.64613082439919,51.771164338471145,13.35,6.67,1.4,942,8
2282787304862516,2018-04-01,2028-04-01,217,94.92731062456168,87.9601496711762,91.17,45.59,3.97,403,4
5121557325737551,2016-04-01,2026-04-01,449,50.06035711547076,67.96203327351078,12.24,6.12,1.1,749,1
4493266432239468,2014-08-01,2024-08-01,212,62.35053112473372,13.128797200482422,34.42,17.21,0.81,965,2
2562120216979726,2019-05-01,2029-05-01,590,53.73956029379229,91.98556164127604,37.9,18.95,1.39,414,3
4346739190088995,2014-06-01,2024-06-01,141,80.8826323491684,87.54886503958966,33.73,16.86,3.43,151,10
2706379402654231,2018-08-01,2028-08-01,116,15.601864044243651,15.599452033620263,10.52,5.26,3.46,284,7
4472435861768223,2018-04-01,2028-04-01,127,51.111363848950056,60.431298224031984,48.79,24.39,3.31,32,4
2289656676409961,2021-11-01,2031-11-01,334,10.187876413955657,91.11205013919576,82.95,41.48,3.04,931,2
4990913341232815,2015-08-01,2025-08-01,67,36.77831327192532,63.23058305935795,65.19,32.59,2.14,435,5
4515718409080519,2015-10-01,2025-10-01,80,74.18963269587151,84.84253790905247,45.15,22.57,1.21,97,2
4943191654308955,2016-01-01,2026-01-01,312,46.6181591127557,18.99361364575609,71.67,35.84,2.23,941,3
5309226859262493,2017-10-01,2027-10-01,514,91.50900684070432,53.302886724614,20.01,10.01,2.78,221,3
2260766420763275,2014-01-01,2024-01-01,353,67.55867735674389,50.889407006988016,86.84,43.42,3.46,473,2
2545054447132478,2018-05-01,2028-05-01,469,62.770805307141785,33.49056146570861,18.23,9.12,3.18,662,8
2263348170580253,2019-11-01,2029-11-01,621,20.56872621955551,12.138641815940645,63.43,31.71,3.1,938,9
2222072887807276,2013-11-01,2023-11-01,371,24.99728908688297,7.336406745960266,68.0,34.0,2.38,227,1
4864035533803394,2019-05-01,2029-05-01,852,50.5852692951829,84.07030280112,74.62,37.31,2.17,703,5
4142576270232440,2014-04-01,2024-04-01,233,36.02339188004279,27.039328638452552,85.06,42.53,1.25,435,7
4497677622827720,2021-08-01,2031-08-01,813,86.80566901074504,80.59254001176211,80.05,40.02,1.22,298,6
4523759795319269,2013-08-01,2023-08-01,98,61.41862443190114,23.66097827075073,50.93,25.46,1.72,299,8
4312172715518843,2018-01-01,2028-01-01,225,19.57911347892964,6.9361300875165455,14.57,7.29,0.07,691,10
5230673830284399,2018-05-01,2028-05-01,995,7.379656473539886,55.38542844013208,97.08,48.54,2.09,589,3
5542403381059559,2014-05-01,2024-05-01,842,20.48812741507125,87.78300781520409,88.56,44.28,3.48,454,1
2419903849830225,2013-11-01,2023-11-01,502,96.29920038589948,34.187216603868606,65.1,32.55,3.73,997,5
2236849951542143,2017-07-01,2027-07-01,773,90.9454610937242,72.21432354559059,55.67,27.84,3.48,634,7
5133508424319839,2022-10-01,2032-10-01,248,34.50168399245661,5.4732706924985886,24.4,12.2,1.67,582,4
2706764979741638,2019-06-01,2029-06-01,560,5.688139777764656,76.65273162216272,71.7,35.85,1.33,174,7
4727889579868720,2020-12-01,2030-12-01,743,90.7566473926093,24.929222914887493,43.99,22.0,3.02,146,7
4910245109109035,2015-10-01,2025-10-01,671,78.19599771579591,75.17469923958404,81.29,40.65,2.07,255,7
2259315398391223,2019-10-01,2029-10-01,0,34.164111269060186,64.8464556900237,11.5,5.75,3.59,195,5
2445553470574234,2022-06-01,2032-06-01,856,89.25582274864745,41.94479939573136,79.13,39.56,1.91,646,1
2567993593744037,2022-10-01,2032-10-01,464,69.61561451379252,38.279876443638784,83.07,41.53,2.64,232,10
4615381168371030,2013-04-01,2023-04-01,737,77.21520276158381,17.046251158164203,41.53,20.77,1.39,869,4
5282317146199530,2022-09-01,2032-09-01,467,93.28676901266331,92.2645139603572,52.73,26.36,1.31,925,6
2713741608989920,2014-12-01,2024-12-01,722,39.244510742263536,81.65994394715771,46.72,23.36,1.51,518,10
4421348548420351,2016-04-01,2026-04-01,160,24.399530235247223,96.6734227535108,96.02,48.01,0.99,891,9
4271487271783337,2015-10-01,2025-10-01,116,64.23255259052274,6.485359448296835,60.1,30.05,2.25,485,4
4423330591266202,2014-07-01,2024-07-01,572,64.25651995351916,42.1248053294072,65.44,32.72,3.14,244,3
4182043397189566,2013-09-01,2023-09-01,705,39.86630277723131,14.63739921622491,39.92,19.96,0.27,947,9
2242788147617421,2015-02-01,2025-02-01,438,27.416066655980583,7.94193689889866,13.14,6.57,3.58,929,3
4614293968562182,2018-10-01,2028-10-01,16,59.41307153521351,38.08908566310215,97.14,48.57,3.37,624,10
2274884712705872,2021-05-01,2031-05-01,221,36.568074826137135,22.538126800676583,23.6,11.8,0.56,825,1
2252703120735642,2021-05-01,2031-05-01,570,87.00988739009298,2.126941085038714,88.1,44.05,2.12,868,2
2701649804450924,2021-09-01,2031-09-01,605,67.04343337969175,64.18195168014353,44.02,22.01,1.96,936,3
4529517122276436,2016-09-01,2026-09-01,872,58.064522590963406,93.59372482485595,68.86,34.43,1.93,121,5
2659626301367498,2015-11-01,2025-11-01,617,11.833619092338733,40.99048896962883,84.78,42.39,1.54,305,8
2295277584161693,2015-12-01,2025-12-01,845,65.8693631618945,16.29344270814297,11.7,5.85,2.57,314,3
5339005329318398,2016-08-01,2026-08-01,352,94.04585843529144,95.39285770025872,91.91,45.95,1.48,434,1
4406409097439538,2016-02-01,2026-02-01,942,32.539969815926774,74.64914051180241,66.72,33.36,3.4,374,2
4332541107609541,2017-02-01,2027-02-01,173,82.75378955668742,73.3614380561402,78.08,39.04,0.04,431,8
4444718939530963,2022-09-01,2032-09-01,67,42.64997472418612,61.54207798208354,12.75,6.38,0.35,798,9
2720490133344372,2020-01-01,2030-01-01,734,57.11991839629137,86.34315777893845,18.25,9.12,2.28,714,10
4473647102767736,2018-09-01,2028-09-01,925,75.06147516408583,80.6834739267264,99.1,49.55,1.65,901,2
2297046226817154,2014-08-01,2024-08-01,602,0.4363269650309087,16.69530887471987,72.74,36.37,2.67,928,2
4014719597964718,2019-04-01,2029-04-01,890,63.91199378155004,86.79182945200222,48.2,24.1,2.06,191,10
2711004202886618,2019-10-01,2029-10-01,801,9.24495170370666,45.79002951270714,42.48,21.24,3.47,303,4
2224302927640546,2021-02-01,2031-02-01,398,66.59471660804643,82.26574684804274,6.26,3.13,2.17,321,10
4574384215031788,2013-05-01,2023-05-01,782,16.362382119166917,79.48095487499293,70.9,35.45,0.88,853,1
5463090015944630,2016-11-01,2026-11-01,399,10.534548448133318,22.236130474817028,54.33,27.16,2.43,683,4
2263588418343747,2013-06-01,2023-06-01,182,62.95576968917366,5.433203482290383,76.12,38.06,1.27,420,6
2239774063356934,2015-06-01,2025-06-01,906,73.3113022415281,13.15676851272598,73.0,36.5,3.64,608,10
4368011923603760,2022-01-01,2032-01-01,118,98.11179078679358,64.95089297074473,81.42,40.71,2.86,402,4
4575994084290692,2020-03-01,2030-03-01,904,26.679454943383085,50.59258001463939,78.88,39.44,3.43,896,10
5196627026604507,2022-10-01,2032-10-01,563,62.54334501665935,80.82682112162783,11.56,5.78,1.34,198,10
2607520344765045,2020-09-01,2030-09-01,158,73.26990505902803,40.45273855738697,11.49,5.75,3.14,985,4
2294037613791808,2019-01-01,2029-01-01,526,61.8254771530296,36.89136395697725,48.94,24.47,2.99,28,9
4881788479513711,2014-04-01,2024-04-01,624,65.67366645412922,32.51900642246949,78.48,39.24,0.52,587,4
2282861323945642,2018-08-01,2028-08-01,234,81.06835703375918,94.83695527889188,13.68,6.84,0.65,147,1
4396522395590596,2022-07-01,2032-07-01,293,50.7610378684455,24.240973241508023,15.91,7.96,2.44,793,9
5477115921249982,2018-06-01,2028-06-01,698,85.11366715168569,31.692200515627768,21.1,10.55,2.23,761,1
4010170269524998,2014-07-01,2024-07-01,187,80.78459419412586,76.22851347766158,80.79,40.4,1.74,839,3
4582863040296625,2014-06-01,2024-06-01,721,60.96819082757774,91.509845449003,19.85,9.93,3.01,983,7
4492151826068882,2021-03-01,2031-03-01,189,33.451128874193216,2.6196708532064794,7.3,3.65,3.33,47,7
5126208581745277,2016-10-01,2026-10-01,536,94.574970222593,31.29195480288226,86.56,43.28,0.53,139,1
4008254780774060,2017-11-01,2027-11-01,930,33.98749637680661,72.47667715287615,11.21,5.61,1.26,321,7
4182272002839485,2015-02-01,2025-02-01,322,63.1375326048251,42.63983568016225,57.07,28.54,0.7,600,10
4269496843645381,2013-01-01,2023-01-01,442,17.936468201221047,97.06765454097442,15.76,7.88,1.61,190,8
5103083566910627,2020-09-01,2030-09-01,153,58.0699084554285,50.5508760389864,18.69,9.35,2.5,297,6
2286503334911413,2018-08-01,2028-08-01,208,22.726962726315147,7.319592376844364,62.33,31.16,2.67,209,10
4649078515867344,2015-05-01,2025-05-01,575,80.30258978326634,53.91612766752545,34.57,17.29,2.44,492,1
4388221145775843,2021-03-01,2031-03-01,457,21.906880910185777,3.672136250082114,15.26,7.63,1.36,516,3
4076789973080699,2018-04-01,2028-04-01,814,46.52056122837182,6.0142342600785215,58.42,29.21,3.83,413,8
2249785708200483,2013-09-01,2023-09-01,675,93.2554878419312,11.864376574158031,93.71,46.85,2.74,159,5
4649632251742242,2013-02-01,2023-02-01,432,23.10808528744962,89.73857174637149,29.34,14.67,0.88,655,5
4668448237337916,2016-02-01,2026-02-01,121,12.434584143087037,87.51336186211522,97.24,48.62,0.71,804,9
5390384227362733,2015-12-01,2025-12-01,22,70.6371996809996,34.5579585870813,5.66,2.83,1.61,914,2
4728639420122341,2014-05-01,2024-05-01,499,14.602101929696254,93.80641395681312,92.18,46.09,3.55,76,1
4648188044287731,2021-09-01,2031-09-01,363,89.73658657909318,62.26305335986581,97.47,48.73,1.86,154,8
5518799384440450,2021-08-01,2031-08-01,831,45.68880717372669,47.51083649318354,41.67,20.84,3.87,99,8
5251518644925196,2015-04-01,2025-04-01,546,79.51861947687037,27.083225126207424,46.7,23.35,0.31,413,3
4488789950470204,2019-04-01,2029-04-01,968,8.613213906368033,81.43867792687614,31.63,15.81,0.53,622,9
2648563711429432,2013-04-01,2023-04-01,3,52.87073198840526,3.437685835172521,65.7,32.85,0.33,881,8
2298877792560417,2017-02-01,2027-02-01,482,73.12505893473751,76.97466228570872,97.66,48.83,2.29,149,1
4904575988759213,2015-10-01,2025-10-01,996,69.23543061544142,23.333282264932663,64.41,32.2,2.99,736,2
4213283389888162,2020-10-01,2030-10-01,112,96.99120461072704,9.39007157894184,68.9,34.45,1.78,898,3
4513152854781508,2020-04-01,2030-04-01,185,46.26756050653936,98.09873781626852,50.92,25.46,3.45,666,3
2240981079649676,2016-12-01,2026-12-01,794,83.89973277180107,1.1417983454073632,71.85,35.92,3.88,357,8
4787541815632686,2020-04-01,2030-04-01,850,74.35939161765597,50.62660594952028,65.24,32.62,0.28,65,6
5492855445189526,2013-02-01,2023-02-01,284,30.79299415911909,70.46807627366466,24.18,12.09,2.69,839,10
4013480873543780,2021-11-01,2031-11-01,260,30.646346804282032,82.23812111853543,10.41,5.21,1.67,551,4
2323133610944162,2018-01-01,2028-01-01,231,60.0945484537719,69.60798615670392,39.44,19.72,3.3,161,5
5300462776572560,2018-04-01,2028-04-01,920,88.91279239400099,57.88067545119405,65.08,32.54,0.63,327,7
4122355216505878,2014-09-01,2024-09-01,469,92.07396503426354,4.005911905069448,32.69,16.34,0.83,100,10
4717058650948015,2018-02-01,2028-02-01,138,94.47320222914102,46.74015112498697,63.27,31.64,0.67,597,1
2273774926632957,2019-12-01,2029-12-01,342,43.98556397138349,64.39565794476135,41.19,20.59,0.22,660,4
4213217672019119,2014-11-01,2024-11-01,661,18.463245734736923,34.2107620863594,45.85,22.93,3.32,969,5
5581964825311064,2013-02-01,2023-02-01,920,29.221823046189776,91.07701616439152,76.63,38.31,3.22,266,9
5479323023467910,2015-09-01,2025-09-01,141,32.69316163380791,14.888805033244468,34.03,17.02,3.51,260,5
2720220416782158,2017-01-01,2027-01-01,926,56.826861626876834,27.46658697879054,50.07,25.04,1.34,12,8
4966033419182550,2016-04-01,2026-04-01,714,90.41586944937484,34.82554670233004,53.83,26.91,3.13,239,4
4455877169472258,2020-02-01,2030-02-01,996,18.057534512733355,56.79452305526295,91.97,45.98,0.14,759,10
2275770171577242,2018-11-01,2028-11-01,992,86.4358249839637,47.32099066915572,96.98,48.49,0.74,10,5
2708119389990689,2015-10-01,2025-10-01,13,32.00161130873917,50.60446924118366,20.44,10.22,3.84,279,6
4892686025922229,2013-10-01,2023-10-01,644,63.18135270166684,25.98035810641598,65.23,32.62,2.16,489,8
5510219237858475,2014-01-01,2024-01-01,296,51.50056597097231,53.55538148796726,38.9,19.45,1.42,824,5
4061065673374576,2013-08-01,2023-08-01,165,84.48640854105085,35.967556122306775,70.29,35.15,1.25,40,7
4036915594284340,2020-12-01,2030-12-01,955,18.513292883861965,54.19009473783581,87.93,43.97,2.93,22,8
4405131866047471,2017-01-01,2027-01-01,389,45.95629775055219,49.8967944220793,11.86,5.93,2.74,56,7
2247854777252288,2021-03-01,2031-03-01,280,69.81617140197451,53.60963663441204,34.41,17.2,3.26,237,4
4575225013948849,2022-06-01,2032-06-01,826,33.15646990671938,85.50302016199352,24.67,12.34,0.28,263,2
4018481973741899,2020-08-01,2030-08-01,215,19.159294573482576,91.8239086675437,14.67,7.33,2.02,68,10
2240275000305668,2014-08-01,2024-08-01,995,31.53637432661175,39.31471294940152,27.51,13.76,0.39,165,7
4375830945154804,2017-07-01,2027-07-01,47,32.1495701247882,47.64369863437916,26.47,13.23,2.56,182,8
4296353059702553,2014-10-01,2024-10-01,282,41.22797278316656,93.4729915488301,28.83,14.41,0.48,378,3
2294334722820051,2018-06-01,2028-06-01,778,31.910047324325564,82.89154741506773,8.52,4.26,2.39,701,8
2225746653538960,2015-02-01,2025-02-01,985,16.91618938424202,97.74565631838423,86.07,43.03,1.99,737,10
2257219705466920,2020-06-01,2030-06-01,589,14.19719897609939,34.79414115821666,47.78,23.89,3.0,170,7
4286342556383001,2013-04-01,2023-04-01,818,44.831905536942216,51.04324890042322,64.53,32.27,3.71,312,3
5540514770538334,2022-03-01,2032-03-01,848,65.52419806390218,55.08573706091393,13.26,6.63,1.63,415,2
4156478370317549,2016-10-01,2026-10-01,802,23.272834891555185,5.383052490845907,23.04,11.52,0.16,547,3
4009538557421643,2016-11-01,2026-11-01,599,14.716325109494532,29.797723549584376,13.53,6.76,3.64,89,3
4771290350061848,2021-06-01,2031-06-01,974,67.10129805329098,69.70241660042996,39.48,19.74,3.52,281,9
2597363831828568,2013-06-01,2023-06-01,539,79.25948132091347,62.7328935090678,76.28,38.14,0.61,789,10
4657285353399822,2017-09-01,2027-09-01,266,35.52839742369226,68.25117301162001,67.91,33.95,2.86,648,9
2288416878499125,2014-07-01,2024-07-01,655,32.00496010306117,89.55232284962005,41.97,20.98,0.04,663,1
4227595002601514,2018-08-01,2028-08-01,325,41.11904758694911,42.7486454090268,36.38,18.19,2.26,499,10
4304532316778148,2018-07-01,2028-07-01,647,25.810764317341476,46.39854174403808,17.66,8.83,3.71,610,6
2224691496112873,2017-07-01,2027-07-01,296,53.15721526867312,3.2659060784495875,50.18,25.09,1.63,612,1
2226108573838559,2017-11-01,2027-11-01,514,62.8734015059993,26.610136853730857,8.71,4.36,1.82,366,3
5319986798079351,2021-01-01,2031-01-01,820,5.16817211686077,53.1354631568148,56.36,28.18,2.55,87,4
5504618723460134,2019-06-01,2029-06-01,730,93.90676985128962,79.87832357736654,99.8,49.9,1.4,202,5
4097461917798761,2022-02-01,2032-02-01,299,82.75530522740469,17.070836331248017,7.89,3.94,0.82,512,2
5598036577449169,2012-12-01,2022-12-01,936,25.6463061016766,35.53197484738877,69.03,34.52,0.25,891,2
2545508428910772,2014-10-01,2024-10-01,199,39.931591580930814,15.241601333041745,99.29,49.65,3.71,355,6
