Unnamed: 0,TXN_ID,TX_DATETIME,CARD_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TXN_TYPE_ID,M_ID
89,202207161636312683552312432925086,2022-07-16 16:36:31,2683552312432925,86,15.3,3947791,45,1,9
90,202207170448472683552312432925039,2022-07-17 04:48:47,2683552312432925,39,22.85,3991727,46,2,1
91,202207171421212683552312432925045,2022-07-17 14:21:21,2683552312432925,45,12.92,4026081,46,2,2
92,202207171142462683552312432925031,2022-07-17 11:42:46,2683552312432925,31,21.91,4016566,46,2,3
93,202207181412512683552312432925032,2022-07-18 14:12:51,2683552312432925,32,8.08,4111971,47,2,1
94,202207180826502683552312432925031,2022-07-18 08:26:50,2683552312432925,31,15.8,4091210,47,2,4
95,202207180315082683552312432925007,2022-07-18 03:15:08,2683552312432925,7,12.84,4072508,47,2,8
96,202207181120482683552312432925089,2022-07-18 11:20:48,2683552312432925,89,20.26,4101648,47,2,2
97,202207180951192683552312432925095,2022-07-18 09:51:19,2683552312432925,95,6.56,4096279,47,4,10
98,202207190107142683552312432925041,2022-07-19 01:07:14,2683552312432925,41,12.65,4151234,48,2,4
99,202207201145562683552312432925072,2022-07-20 11:45:56,2683552312432925,72,14.62,4275956,49,2,2
100,202207201139272683552312432925011,2022-07-20 11:39:27,2683552312432925,11,16.15,4275567,49,2,2
101,202207211331302683552312432925015,2022-07-21 13:31:30,2683552312432925,15,9.46,4368690,50,2,9
102,202207221107262683552312432925097,2022-07-22 11:07:26,2683552312432925,97,36.34,4446446,51,2,11
103,202207220805052683552312432925020,2022-07-22 08:05:05,2683552312432925,20,25.13,4435505,51,2,5
104,202207221609032683552312432925025,2022-07-22 16:09:03,2683552312432925,25,6.92,4464543,51,2,13
105,202207232024292683552312432925007,2022-07-23 20:24:29,2683552312432925,7,9.8,4566269,52,2,9
106,202207230811592683552312432925015,2022-07-23 08:11:59,2683552312432925,15,31.24,4522319,52,2,3
107,202207240810432683552312432925098,2022-07-24 08:10:43,2683552312432925,98,6.7,4608643,53,2,3
108,202207240933012683552312432925079,2022-07-24 09:33:01,2683552312432925,79,14.68,4613581,53,2,1
109,202207240958262683552312432925097,2022-07-24 09:58:26,2683552312432925,97,18.41,4615106,53,2,2
110,202207251934502683552312432925060,2022-07-25 19:34:50,2683552312432925,60,11.18,4736090,54,2,12
111,202207250822342683552312432925100,2022-07-25 08:22:34,2683552312432925,100,12.62,4695754,54,2,3
112,202207250145382683552312432925078,2022-07-25 01:45:38,2683552312432925,78,12.99,4671938,54,2,2
113,202207261253592683552312432925044,2022-07-26 12:53:59,2683552312432925,44,21.64,4798439,55,2,8
114,202207261636512683552312432925078,2022-07-26 16:36:51,2683552312432925,78,25.98,4811811,55,2,12
115,202207270736402683552312432925039,2022-07-27 07:36:40,2683552312432925,39,13.05,4865800,56,1,13
116,202207270615382683552312432925036,2022-07-27 06:15:38,2683552312432925,36,15.1,4860938,56,2,12
117,202207270303152683552312432925097,2022-07-27 03:03:15,2683552312432925,97,29.29,4849395,56,2,13
118,202207281051012683552312432925087,2022-07-28 10:51:01,2683552312432925,87,24.59,4963861,57,2,4
119,202207280233572683552312432925066,2022-07-28 02:33:57,2683552312432925,66,20.38,4934037,57,2,11
120,202207280619092683552312432925087,2022-07-28 06:19:09,2683552312432925,87,17.4,4947549,57,2,2
121,202207290247452683552312432925044,2022-07-29 02:47:45,2683552312432925,44,31.15,5021265,58,2,11
122,202207301254442683552312432925069,2022-07-30 12:54:44,2683552312432925,69,14.05,5144084,59,2,9
123,202207300301102683552312432925074,2022-07-30 03:01:10,2683552312432925,74,14.58,5108470,59,2,4
124,202207300746102683552312432925095,2022-07-30 07:46:10,2683552312432925,95,24.4,5125570,59,2,10
125,202207311820222683552312432925094,2022-07-31 18:20:22,2683552312432925,94,28.05,5250022,60,2,12
126,202207310534582683552312432925098,2022-07-31 05:34:58,2683552312432925,98,18.09,5204098,60,2,5
127,202208011744022683552312432925053,2022-08-01 17:44:02,2683552312432925,53,21.68,5334242,61,2,12
128,202208031832112683552312432925015,2022-08-03 18:32:11,2683552312432925,15,4.13,5509931,63,2,13
129,202208041304442683552312432925048,2022-08-04 13:04:44,2683552312432925,48,8.81,5576684,64,2,8
130,202208051821342683552312432925089,2022-08-05 18:21:34,2683552312432925,89,31.4,5682094,65,2,4
131,202208051439282683552312432925018,2022-08-05 14:39:28,2683552312432925,18,17.85,5668768,65,2,9
132,202208051214132683552312432925074,2022-08-05 12:14:13,2683552312432925,74,28.72,5660053,65,2,8
133,202208061714202683552312432925087,2022-08-06 17:14:20,2683552312432925,87,23.69,5764460,66,2,9
134,202208061111232683552312432925090,2022-08-06 11:11:23,2683552312432925,90,15.2,5742683,66,2,8
135,202208071633512683552312432925049,2022-08-07 16:33:51,2683552312432925,49,17.12,5848431,67,2,4
136,202208071626512683552312432925032,2022-08-07 16:26:51,2683552312432925,32,17.74,5848011,67,2,1
137,202208070948152683552312432925039,2022-08-07 09:48:15,2683552312432925,39,7.17,5824095,67,2,4
138,202208071131212683552312432925005,2022-08-07 11:31:21,2683552312432925,5,18.73,5830281,67,2,1
139,202208080800292683552312432925044,2022-08-08 08:00:29,2683552312432925,44,33.62,5904029,68,2,13
140,202208081313272683552312432925018,2022-08-08 13:13:27,2683552312432925,18,13.01,5922807,68,2,1
141,202208091319332683552312432925100,2022-08-09 13:19:33,2683552312432925,100,20.53,6009573,69,2,10
142,202208100856102683552312432925038,2022-08-10 08:56:10,2683552312432925,38,27.38,6080170,70,2,4
143,202208100536042683552312432925057,2022-08-10 05:36:04,2683552312432925,57,18.4,6068164,70,1,13
144,202208110829192683552312432925026,2022-08-11 08:29:19,2683552312432925,26,15.59,6164959,71,2,12
145,202208111323492683552312432925049,2022-08-11 13:23:49,2683552312432925,49,18.15,6182629,71,2,9
146,202208121145272683552312432925068,2022-08-12 11:45:27,2683552312432925,68,25.72,6263127,72,2,10
147,202208130219132683552312432925010,2022-08-13 02:19:13,2683552312432925,10,24.35,6315553,73,2,7
148,202208131936592683552312432925016,2022-08-13 19:36:59,2683552312432925,16,19.41,6377819,73,2,13
149,202208131414362683552312432925025,2022-08-13 14:14:36,2683552312432925,25,8.19,6358476,73,2,5
150,202208141857472683552312432925098,2022-08-14 18:57:47,2683552312432925,98,13.64,6461867,74,2,3
151,202208150328592683552312432925038,2022-08-15 03:28:59,2683552312432925,38,18.83,6492539,75,1,9
152,202208150658202683552312432925007,2022-08-15 06:58:20,2683552312432925,7,22.66,6505100,75,2,3
153,202208151433462683552312432925086,2022-08-15 14:33:46,2683552312432925,86,2.94,6532426,75,2,10
154,202208160418112683552312432925090,2022-08-16 04:18:11,2683552312432925,90,24.7,6581891,76,1,4
155,202208181408552683552312432925079,2022-08-18 14:08:55,2683552312432925,79,18.97,6790135,78,2,1
156,202208181051472683552312432925088,2022-08-18 10:51:47,2683552312432925,88,16.67,6778307,78,2,9
157,202208200807222683552312432925097,2022-08-20 08:07:22,2683552312432925,97,11.53,6941242,80,2,9
158,202208200325382683552312432925011,2022-08-20 03:25:38,2683552312432925,11,31.24,6924338,80,2,10
159,202208200636382683552312432925005,2022-08-20 06:36:38,2683552312432925,5,28.11,6935798,80,2,13
160,202208200647042683552312432925018,2022-08-20 06:47:04,2683552312432925,18,6.71,6936424,80,2,6
161,202208212117522683552312432925090,2022-08-21 21:17:52,2683552312432925,90,21.33,7075072,81,2,3
162,202208211749192683552312432925032,2022-08-21 17:49:19,2683552312432925,32,19.5,7062559,81,2,8
163,202208232140532683552312432925088,2022-08-23 21:40:53,2683552312432925,88,19.14,7249253,83,1,2
164,202208230703452683552312432925086,2022-08-23 07:03:45,2683552312432925,86,25.07,7196625,83,2,5
165,202208241950462683552312432925018,2022-08-24 19:50:46,2683552312432925,18,17.9,7329046,84,2,9
166,202208251648012683552312432925060,2022-08-25 16:48:01,2683552312432925,60,17.2,7404481,85,2,9
167,202208260949382683552312432925015,2022-08-26 09:49:38,2683552312432925,15,14.84,7465778,86,2,4
168,202208261059152683552312432925057,2022-08-26 10:59:15,2683552312432925,57,15.34,7469955,86,2,12
169,202208281123222683552312432925018,2022-08-28 11:23:22,2683552312432925,18,15.0,7644202,88,2,5
170,202208282026052683552312432925007,2022-08-28 20:26:05,2683552312432925,7,13.79,7676765,88,2,10
171,202208290932032683552312432925088,2022-08-29 09:32:03,2683552312432925,88,23.11,7723923,89,2,12
172,202208291624122683552312432925005,2022-08-29 16:24:12,2683552312432925,5,15.08,7748652,89,2,12
173,202208301646342683552312432925032,2022-08-30 16:46:34,2683552312432925,32,4.44,7836394,90,2,5
174,202208300428562683552312432925031,2022-08-30 04:28:56,2683552312432925,31,16.82,7792136,90,2,11
175,202208300227312683552312432925100,2022-08-30 02:27:31,2683552312432925,100,7.22,7784851,90,2,12
176,202208301713402683552312432925018,2022-08-30 17:13:40,2683552312432925,18,8.29,7838020,90,2,11
177,202208301221502683552312432925072,2022-08-30 12:21:50,2683552312432925,72,20.58,7820510,90,2,3
178,202209010530212683552312432925036,2022-09-01 05:30:21,2683552312432925,36,23.47,7968621,92,2,5
179,202209011228422683552312432925010,2022-09-01 12:28:42,2683552312432925,10,2.23,7993722,92,2,3
180,202209011251382683552312432925097,2022-09-01 12:51:38,2683552312432925,97,14.46,7995098,92,2,13
181,202209011700382683552312432925005,2022-09-01 17:00:38,2683552312432925,5,24.18,8010038,92,2,12
182,202209020939252683552312432925079,2022-09-02 09:39:25,2683552312432925,79,7.34,8069965,93,2,5
183,202209021621392683552312432925068,2022-09-02 16:21:39,2683552312432925,68,12.34,8094099,93,2,1
184,202209030923072683552312432925089,2022-09-03 09:23:07,2683552312432925,89,30.14,8155387,94,2,4
185,202209031148542683552312432925016,2022-09-03 11:48:54,2683552312432925,16,16.46,8164134,94,2,6
186,202209041222532683552312432925041,2022-09-04 12:22:53,2683552312432925,41,12.98,8252573,95,2,3
187,202209040719302683552312432925011,2022-09-04 07:19:30,2683552312432925,11,15.92,8234370,95,2,10
188,202209040747352683552312432925038,2022-09-04 07:47:35,2683552312432925,38,18.47,8236055,95,2,1
189,202209050646432683552312432925011,2022-09-05 06:46:43,2683552312432925,11,5.06,8318803,96,2,9
190,202209050843182683552312432925094,2022-09-05 08:43:18,2683552312432925,94,16.13,8325798,96,2,2
191,202209070246262683552312432925047,2022-09-07 02:46:26,2683552312432925,47,22.24,8477186,98,2,12
192,202209071658312683552312432925053,2022-09-07 16:58:31,2683552312432925,53,15.94,8528311,98,2,9
193,202209081414552683552312432925068,2022-09-08 14:14:55,2683552312432925,68,12.08,8604895,99,2,5
194,202209080903192683552312432925031,2022-09-08 09:03:19,2683552312432925,31,29.77,8586199,99,2,10
195,202209080843542683552312432925010,2022-09-08 08:43:54,2683552312432925,10,5.11,8585034,99,2,7
196,202206010732362304945198327319032,2022-06-01 07:32:36,2304945198327319,32,55.24,27156,0,2,3
197,202206010551212304945198327319020,2022-06-01 05:51:21,2304945198327319,20,12.3,21081,0,2,5
198,202206020713212304945198327319053,2022-06-02 07:13:21,2304945198327319,53,134.34,112401,1,2,5
199,202206020549522304945198327319028,2022-06-02 05:49:52,2304945198327319,28,77.67,107392,1,2,5
200,202206021508062304945198327319094,2022-06-02 15:08:06,2304945198327319,94,51.05,140886,1,2,2
201,202206031457562304945198327319082,2022-06-03 14:57:56,2304945198327319,82,67.94,226676,2,2,9
202,202206032237562304945198327319092,2022-06-03 22:37:56,2304945198327319,92,83.0,254276,2,2,13
203,202206031820382304945198327319069,2022-06-03 18:20:38,2304945198327319,69,31.0,238838,2,1,13
204,202206030716382304945198327319047,2022-06-03 07:16:38,2304945198327319,47,105.43,198998,2,2,10
205,202206031047312304945198327319027,2022-06-03 10:47:31,2304945198327319,27,76.86,211651,2,1,10
206,202206040607142304945198327319094,2022-06-04 06:07:14,2304945198327319,94,94.59,281234,3,2,4
207,202206041139102304945198327319005,2022-06-04 11:39:10,2304945198327319,5,9.31,301150,3,2,6
208,202206041234232304945198327319069,2022-06-04 12:34:23,2304945198327319,69,49.08,304463,3,2,11
209,202206052123562304945198327319079,2022-06-05 21:23:56,2304945198327319,79,44.59,422636,4,1,3
210,202206050846242304945198327319002,2022-06-05 08:46:24,2304945198327319,2,67.28,377184,4,2,1
211,202206052320402304945198327319082,2022-06-05 23:20:40,2304945198327319,82,87.16,429640,4,2,3
212,202206061340032304945198327319054,2022-06-06 13:40:03,2304945198327319,54,58.68,481203,5,2,6
213,202206060539092304945198327319048,2022-06-06 05:39:09,2304945198327319,48,58.78,452349,5,1,9
214,202206061050222304945198327319027,2022-06-06 10:50:22,2304945198327319,27,92.11,471022,5,2,5
215,202206061639392304945198327319060,2022-06-06 16:39:39,2304945198327319,60,104.38,491979,5,2,1
216,202206071104282304945198327319005,2022-06-07 11:04:28,2304945198327319,5,103.88,558268,6,2,10
217,202206071226452304945198327319005,2022-06-07 12:26:45,2304945198327319,5,79.35,563205,6,2,12
218,202206070706302304945198327319005,2022-06-07 07:06:30,2304945198327319,5,81.12,543990,6,2,8
219,202206071136362304945198327319100,2022-06-07 11:36:36,2304945198327319,100,93.64,560196,6,2,2
220,202206081253202304945198327319002,2022-06-08 12:53:20,2304945198327319,2,102.42,651200,7,2,7
221,202206081345122304945198327319069,2022-06-08 13:45:12,2304945198327319,69,126.19,654312,7,2,4
222,202206091307242304945198327319047,2022-06-09 13:07:24,2304945198327319,47,87.42,738444,8,2,12
223,202206090946542304945198327319079,2022-06-09 09:46:54,2304945198327319,79,77.67,726414,8,2,13
224,202206091629092304945198327319005,2022-06-09 16:29:09,2304945198327319,5,100.15,750549,8,2,8
225,202206101513582304945198327319099,2022-06-10 15:13:58,2304945198327319,99,56.61,832438,9,2,9
226,202206102122492304945198327319048,2022-06-10 21:22:49,2304945198327319,48,93.51,854569,9,2,1
227,202206110302522304945198327319082,2022-06-11 03:02:52,2304945198327319,82,49.14,874972,10,2,2
228,202206111552402304945198327319094,2022-06-11 15:52:40,2304945198327319,94,55.3,921160,10,2,13
229,202206121848102304945198327319048,2022-06-12 18:48:10,2304945198327319,48,97.59,1018090,11,2,2
230,202206120642052304945198327319064,2022-06-12 06:42:05,2304945198327319,64,61.74,974525,11,2,2
231,202206121210522304945198327319048,2022-06-12 12:10:52,2304945198327319,48,22.32,994252,11,2,1
232,202206131345032304945198327319048,2022-06-13 13:45:03,2304945198327319,48,86.45,1086303,12,2,11
233,202206131224402304945198327319089,2022-06-13 12:24:40,2304945198327319,89,55.08,1081480,12,2,2
234,202206141521232304945198327319057,2022-06-14 15:21:23,2304945198327319,57,158.88,1178483,13,2,2
235,202206141014372304945198327319005,2022-06-14 10:14:37,2304945198327319,5,6.59,1160077,13,2,6
236,202206141548042304945198327319074,2022-06-14 15:48:04,2304945198327319,74,72.36,1180084,13,2,13
237,202206151305252304945198327319027,2022-06-15 13:05:25,2304945198327319,27,64.78,1256725,14,2,4
238,202206150838412304945198327319044,2022-06-15 08:38:41,2304945198327319,44,27.42,1240721,14,2,12
239,202206151503302304945198327319057,2022-06-15 15:03:30,2304945198327319,57,99.45,1263810,14,2,3
240,202206150832092304945198327319028,2022-06-15 08:32:09,2304945198327319,28,89.76,1240329,14,2,9
241,202206160538332304945198327319061,2022-06-16 05:38:33,2304945198327319,61,102.16,1316313,15,2,4
242,202206161610082304945198327319097,2022-06-16 16:10:08,2304945198327319,97,90.07,1354208,15,2,3
243,202206161245542304945198327319079,2022-06-16 12:45:54,2304945198327319,79,73.99,1341954,15,2,1
244,202206171526072304945198327319097,2022-06-17 15:26:07,2304945198327319,97,86.94,1437967,16,2,3
245,202206171126362304945198327319045,2022-06-17 11:26:36,2304945198327319,45,66.36,1423596,16,2,12
246,202206171120182304945198327319058,2022-06-17 11:20:18,2304945198327319,58,71.84,1423218,16,1,4
247,202206170545592304945198327319057,2022-06-17 05:45:59,2304945198327319,57,52.81,1403159,16,2,5
248,202206170627392304945198327319094,2022-06-17 06:27:39,2304945198327319,94,80.08,1405659,16,1,9
249,202206181021072304945198327319097,2022-06-18 10:21:07,2304945198327319,97,121.16,1506067,17,2,13
250,202206181312332304945198327319071,2022-06-18 13:12:33,2304945198327319,71,68.24,1516353,17,2,3
251,202206180147202304945198327319013,2022-06-18 01:47:20,2304945198327319,13,63.88,1475240,17,2,4
252,202206181214032304945198327319092,2022-06-18 12:14:03,2304945198327319,92,21.2,1512843,17,2,8
253,202206182259532304945198327319049,2022-06-18 22:59:53,2304945198327319,49,50.07,1551593,17,2,7
254,202206181729242304945198327319071,2022-06-18 17:29:24,2304945198327319,71,77.74,1531764,17,2,5
255,202206191707592304945198327319074,2022-06-19 17:07:59,2304945198327319,74,134.16,1616879,18,2,1
256,202206190737242304945198327319044,2022-06-19 07:37:24,2304945198327319,44,69.02,1582644,18,2,13
257,202206191319282304945198327319068,2022-06-19 13:19:28,2304945198327319,68,73.88,1603168,18,2,6
258,202206201352462304945198327319068,2022-06-20 13:52:46,2304945198327319,68,92.67,1691566,19,2,11
259,202206201420052304945198327319026,2022-06-20 14:20:05,2304945198327319,26,100.1,1693205,19,2,1
260,202206201748082304945198327319082,2022-06-20 17:48:08,2304945198327319,82,56.94,1705688,19,2,5
261,202206201634402304945198327319097,2022-06-20 16:34:40,2304945198327319,97,51.2,1701280,19,2,13
262,202206212251372304945198327319027,2022-06-21 22:51:37,2304945198327319,27,31.37,1810297,20,2,2
263,202206212252012304945198327319041,2022-06-21 22:52:01,2304945198327319,41,59.59,1810321,20,2,9
264,202206210432262304945198327319099,2022-06-21 04:32:26,2304945198327319,99,110.9,1744346,20,1,6
265,202206220844292304945198327319071,2022-06-22 08:44:29,2304945198327319,71,74.45,1845869,21,2,13
266,202206221827242304945198327319068,2022-06-22 18:27:24,2304945198327319,68,82.68,1880844,21,2,2
267,202206221927062304945198327319094,2022-06-22 19:27:06,2304945198327319,94,76.27,1884426,21,2,8
268,202206222139072304945198327319005,2022-06-22 21:39:07,2304945198327319,5,84.6,1892347,21,2,3
269,202206232012452304945198327319092,2022-06-23 20:12:45,2304945198327319,92,46.28,1973565,22,1,10
270,202206231052122304945198327319013,2022-06-23 10:52:12,2304945198327319,13,79.86,1939932,22,2,3
271,202206241307162304945198327319058,2022-06-24 13:07:16,2304945198327319,58,29.12,2034436,23,2,4
272,202206240818042304945198327319071,2022-06-24 08:18:04,2304945198327319,71,11.6,2017084,23,2,10
273,202206241635002304945198327319041,2022-06-24 16:35:00,2304945198327319,41,53.48,2046900,23,2,2
274,202206251016202304945198327319041,2022-06-25 10:16:20,2304945198327319,41,93.25,2110580,24,2,3
275,202206250932162304945198327319097,2022-06-25 09:32:16,2304945198327319,97,135.69,2107936,24,2,1
276,202206250444452304945198327319048,2022-06-25 04:44:45,2304945198327319,48,58.94,2090685,24,2,11
